nRun	rsrp1	rsrq1	rsrp2	rsrq2	rsrp3	rsrq3	region	throughput
272	-96.6072	-8.94619	-92.5895	-4.92844	-100.60700000000001	-12.9458	central	3.196715614044002
273	-96.2327	-8.64674	-92.3084	-4.72242	-103.43	-15.8443	inferior	3.8025064141113476
274	-96.2219	-8.71748	-92.22399999999999	-4.71962	-103.02799999999999	-15.5241	inferior	3.7843230546675044
275	-96.1456	-8.56447	-92.3552	-4.7741	-103.20200000000001	-15.6208	inferior	3.7843230546675044
276	-97.4115	-9.23055	-98.4864	-10.3054	-93.601	-5.42004	superior	3.7997505669619
277	-96.245	-8.67389	-92.2835	-4.712330000000001	-103.404	-15.833	inferior	3.8025064141113476
278	-98.6207	-10.1112	-95.8651	-7.35562	-95.1181	-6.6086	superior	4.044781895914365
279	-97.1779	-9.18783	-99.1655	-11.1754	-93.1781	-5.18806	superior	3.780116621754373
280	-98.3046	-9.803460000000001	-94.7631	-6.26199	-96.4997	-7.9986	central	2.4458912510618114
281	-96.7274	-8.87496	-99.971	-12.1185	-92.9569	-5.104419999999999	superior	3.7445688046638557
282	-98.6184	-10.1299	-96.0768	-7.5883899999999995	-94.9023	-6.41383	superior	4.034018979225443
283	-96.535	-8.47739	-92.7939	-4.736219999999999	-104.70299999999999	-16.645	inferior	3.9960848701572975
284	-96.4329	-8.917060000000001	-92.3317	-4.81586	-101.34	-13.8243	inferior	3.499228846105715
285	-97.2248	-9.07175	-98.7364	-10.5833	-93.553	-5.39993	superior	3.784095440588715
286	-96.5578	-8.95236	-100.833	-13.2278	-92.4885	-4.88309	superior	3.7423414259839216
287	-96.9577	-9.04691	-99.57700000000001	-11.6662	-93.0394	-5.12856	superior	3.763496549929563
288	-97.5965	-9.37188	-93.6997	-5.47505	-98.1968	-9.97213	central	2.782654232392949
289	-96.60600000000001	-8.9465	-92.5867	-4.92715	-100.613	-12.9532	central	3.1952544438801422
290	-97.9675	-9.557030000000001	-94.2713	-5.86083	-97.2861	-8.875589999999999	central	2.5382079315770367
291	-96.9816	-9.00716	-99.4044	-11.4299	-93.1737	-5.199269999999999	superior	3.7607969370645673
292	-96.4527	-8.70256	-92.4102	-4.66009	-104.152	-16.4015	inferior	3.9739987556493204
293	-96.5187	-8.66842	-92.5149	-4.66461	-104.389	-16.539	inferior	3.9836864950088806
294	-98.6193	-10.1227	-96.0059	-7.50931	-94.9748	-6.478280000000001	superior	4.0425727687463855
295	-97.9605	-9.5944	-97.4386	-9.07243	-94.1163	-5.75019	superior	3.9545153696993314
296	-98.1324	-9.71439	-97.0793	-8.66132	-94.3227	-5.90477	superior	3.977390386299196
297	-96.2372	-8.74747	-92.1992	-4.70949	-102.993	-15.5028	inferior	3.7834127626052
298	-96.9208	-9.09978	-92.8574	-5.03634	-99.8236	-12.0025	central	3.0045803276574707
299	-96.2974	-8.8737	-92.1346	-4.71091	-102.35799999999999	-14.9347	inferior	3.764284667231079
300	-96.27	-8.83207	-92.15899999999999	-4.72115	-102.434	-14.9964	inferior	3.7623712403682563
301	-97.9689	-9.54952	-97.2537	-8.83437	-94.3042	-5.8848	superior	3.9588700010382554
302	-97.4286	-9.17337	-98.2808	-10.0255	-93.7948	-5.53955	superior	3.798374140809187
303	-96.4686	-8.93402	-92.3638	-4.829219999999999	-101.20299999999999	-13.6686	inferior	3.435888810004915
304	-97.6019	-9.350719999999999	-98.12299999999999	-9.87181	-93.7712	-5.51998	superior	3.9321477120384
305	-96.96799999999999	-9.03035	-93.0955	-5.1578	-99.5041	-11.5664	central	2.9158091583418493
306	-96.4356	-8.6572	-92.4563	-4.67791	-104.18299999999999	-16.4047	inferior	3.9663574380360673
307	-96.1918	-8.7057	-92.2426	-4.7565	-102.641	-15.1548	inferior	3.7632714341684586
308	-96.2941	-8.807139999999999	-92.2857	-4.7987400000000004	-101.821	-14.3342	inferior	3.7434547839979055
309	-96.7376	-8.86491	-99.91	-12.0373	-92.9977	-5.125	superior	3.7404502364737326
310	-98.1379	-9.6808	-96.9217	-8.46463	-94.4843	-6.0272	superior	3.978396425962989
311	-96.2074	-8.70877	-92.3093	-4.8107	-102.088	-14.5895	inferior	3.74601802316754
312	-96.1919	-8.658	-92.2742	-4.74025	-103.098	-15.5639	inferior	3.7834127626052
313	-98.1377	-9.68169	-94.4798	-6.02374	-96.9261	-8.47004	central	2.553143413683954
314	-96.929	-9.08901	-92.895	-5.05508	-99.7711	-11.9312	central	2.984837781483581
315	-96.5817	-8.95094	-100.726	-13.0954	-92.5341	-4.9034	superior	3.7480264862787855
316	-96.2409	-8.52725	-92.4666	-4.75288	-103.809	-16.0948	inferior	3.8168088791552788
317	-96.2481	-8.79782	-92.1804	-4.73015	-102.494	-15.0433	inferior	3.7623712403682563
318	-96.7193	-8.88246	-100.01799999999999	-12.1815	-92.9257	-5.08885	superior	3.7427866897091233
319	-96.5844	-8.95059	-100.714	-13.0798	-92.5397	-4.9059099999999995	superior	3.74601802316754
320	-98.9245	-10.4554	-95.3091	-6.8400300000000005	-95.4027	-6.93357	central	1.21041216
321	-96.3899	-8.53618	-92.5805	-4.72682	-104.266	-16.4123	inferior	3.9737477538362427
322	-96.5852	-8.95049	-100.71	-13.0754	-92.5413	-4.906619999999999	superior	3.7454604987036797
323	-97.4221	-9.1957	-98.3621	-10.1358	-93.7177	-5.49137	superior	3.7951663544974985
324	-96.7315	-8.87101	-99.9467	-12.0863	-92.973	-5.1125300000000005	superior	3.7404502364737326
325	-97.6096	-9.320089999999999	-93.8781	-5.58855	-98.0134	-9.72382	central	2.74759466417446
326	-98.774	-10.2786	-95.5416	-7.0462	-95.3053	-6.809889999999999	superior	4.058087528622569
327	-96.5334	-8.47273	-92.7989	-4.73822	-104.705	-16.6447	inferior	4.002567666864946
328	-96.3405	-8.85111	-92.2884	-4.79898	-101.66799999999999	-14.1786	inferior	3.7319081415661484
329	-96.1903	-8.68708	-92.318	-4.81479	-102.13799999999999	-14.6352	inferior	3.74601802316754
330	-97.7905	-9.443019999999999	-94.0487	-5.70121	-97.6694	-9.32191	central	2.6934908810685845
331	-96.2032	-8.680589999999999	-92.255	-4.73233	-103.072	-15.5491	inferior	3.778187070060443
332	-97.4016	-9.26224	-93.4981	-5.35874	-98.59700000000001	-10.4576	central	2.7840703069512633
333	-97.6148	-9.299389999999999	-93.9529	-5.637569999999999	-97.9369	-9.62156	central	2.7343397489248797
334	-96.4098	-8.90349	-92.3158	-4.80941	-101.425	-13.9188	inferior	3.5366021062927393
335	-98.9244	-10.4559	-95.4402	-6.97165	-95.2714	-6.80288	superior	4.085493684859898
336	-96.2569	-8.767389999999999	-92.2915	-4.80201	-101.93799999999999	-14.4489	inferior	3.7434547839979055
337	-97.9603	-9.5959	-94.1104	-5.74603	-97.4444	-9.08005	central	2.66875479861715
338	-97.5957	-9.37515	-93.6888	-5.46826	-98.208	-9.98752	central	2.784131908105082
339	-96.4966	-8.60718	-92.5786	-4.68923	-104.428	-16.539	inferior	3.988358463474394
340	-96.7097	-8.8909	-100.074	-12.2554	-92.8898	-5.07104	superior	3.7420075477084764
341	-96.3369	-8.75567	-92.2459	-4.66477	-103.617	-16.0353	inferior	3.8364758934206558
342	-98.3048	-9.80206	-96.4903	-7.9876	-94.7727	-6.27	superior	3.9953235685414095
343	-98.6183	-10.1311	-94.8915	-6.404380000000001	-96.0873	-7.600160000000001	central	1.24979776
344	-96.6404	-8.93485	-92.6721	-4.96652	-100.445	-12.7393	central	3.148167830068303
345	-96.4944	-8.60126	-92.5848	-4.6916400000000005	-104.432	-16.539	inferior	3.9828038400790042
346	-97.6185	-9.28389	-94.0105	-5.67582	-97.8783	-9.54371	central	2.715228518406629
347	-98.4646	-9.9511	-96.1636	-7.6501600000000005	-94.9583	-6.444780000000001	superior	4.024844625133144
348	-96.4971	-8.60856	-92.5772	-4.68867	-104.428	-16.539	inferior	3.9828038400790042
349	-96.6112	-8.94515	-100.588	-12.9218	-92.5987	-4.93265	superior	3.7423414259839216
350	-98.1393	-9.67229	-94.5284	-6.06145	-96.8786	-8.41162	central	2.535957112338264
351	-97.1842	-9.17343	-93.2235	-5.2127099999999995	-99.1122	-11.1014	central	2.8482238937392057
352	-98.2989	-9.84189	-94.5301	-6.0731	-96.7266	-8.26952	central	2.431381914936785
353	-97.9651	-9.56974	-97.3394	-8.94401	-94.2171	-5.82166	superior	3.9551368732731715
354	-97.2176	-9.09097	-93.4892	-5.36252	-98.8078	-10.6811	central	2.7929070363637574
355	-96.3411	-8.76569	-92.2365	-4.66108	-103.60799999999999	-16.0324	inferior	3.922341887961696
356	-97.7951	-9.42141	-97.5853	-9.21159	-94.133	-5.75931	superior	3.9478155560645183
357	-96.6258	-8.94058	-92.6341	-4.948919999999999	-100.51700000000001	-12.8321	central	3.106968567125114
358	-96.6579	-8.92639	-92.7211	-4.98953	-100.355	-12.6239	central	3.1281322560596645
359	-96.3255	-8.728769999999999	-92.2715	-4.67475	-103.64	-16.0431	inferior	3.8349558533545047
360	-96.6516	-8.92964	-92.7029	-4.980980000000001	-100.38799999999999	-12.6661	central	3.1331952191235066
361	-98.3026	-9.81719	-94.6737	-6.18835	-96.5869	-8.101510000000001	central	2.4715507454184755
362	-96.6352	-8.93702	-100.471	-12.7726	-92.6583	-4.96011	superior	3.7427866897091233
363	-96.3485	-8.622760000000001	-92.4278	-4.70215	-103.979	-16.2531	inferior	3.9494263985361
364	-96.9351	-9.08053	-92.9244	-5.06982	-99.7308	-11.8762	central	2.978478960188041
365	-96.1928	-8.69037	-92.3166	-4.81415	-102.131	-14.6284	inferior	3.7434547839979055
366	-96.6736	-8.91736	-100.273	-12.5172	-92.7681	-5.011880000000001	superior	3.742230126605619
367	-98.7733	-10.2842	-95.1503	-6.6612	-95.6952	-7.20613	central	1.2319584
368	-96.2755	-8.60985	-92.3858	-4.72012	-103.741	-16.075	inferior	3.834254702578838
369	-96.9458	-9.06519	-99.6595	-11.7789	-92.9771	-5.09656	superior	3.7584379508409724
370	-96.1831	-8.691	-92.2531	-4.7609699999999995	-102.663	-15.171	inferior	3.7623712403682563
371	-96.6661	-8.92183	-92.7453	-5.00102	-100.31299999999999	-12.5684	central	3.110578463363987
372	-97.2	-9.13583	-93.3432	-5.27904	-98.9734	-10.9093	central	2.833408468084244
373	-97.4067	-9.24607	-93.5502	-5.38961	-98.5408	-10.3802	central	2.754692511290969
374	-98.2992	-9.83993	-96.7161	-8.25682	-94.5409	-6.0816	superior	3.9940553769191944
375	-97.7908	-9.441889999999999	-94.0531	-5.70416	-97.6651	-9.31622	central	2.695856882699518
376	-97.79899999999999	-9.4028	-97.51	-9.11383	-94.2085	-5.81234	superior	3.9510385561008694
377	-96.6954	-8.902330000000001	-92.8393	-5.04628	-100.155	-12.3617	central	3.071550065908314
378	-96.3135	-8.826369999999999	-92.2854	-4.79823	-101.758	-14.2707	inferior	3.74601802316754
379	-96.2482	-8.68075	-92.2772	-4.7098	-103.397	-15.8301	inferior	3.8036558639223004
380	-96.6216	-8.94201	-100.538	-12.8582	-92.6237	-4.94411	superior	3.7427866897091233
381	-96.3027	-8.81578	-92.2853	-4.79841	-101.79299999999999	-14.3064	inferior	3.7434547839979055
382	-98.9244	-10.456	-95.2676	-6.7991600000000005	-95.444	-6.97549	central	1.21446656
383	-96.964	-9.03685	-93.0735	-5.1462900000000005	-99.5325	-11.6053	central	2.9312280587321293
384	-97.2122	-9.105080000000001	-98.86	-10.7529	-93.4428	-5.3356900000000005	superior	3.7817071448106727
385	-98.3009	-9.82872	-94.6043	-6.1321900000000005	-96.6544	-8.18228	central	2.5024684777852912
386	-96.914	-9.10844	-99.8667	-12.0611	-92.8268	-5.02124	superior	3.761696377589305
387	-96.3206	-8.55247	-92.4985	-4.73031	-104.031	-16.2631	inferior	3.9488066881949218
388	-96.4275	-8.91409	-92.3277	-4.81422	-101.36	-13.8466	inferior	3.507617685675339
389	-96.93799999999999	-9.07645	-99.7116	-11.8501	-92.9385	-5.076919999999999	superior	3.7568669367720515
390	-96.2213	-8.7259	-92.3032	-4.80778	-102.04700000000001	-14.5513	inferior	3.744345947490113
391	-96.3067	-8.51746	-92.5339	-4.7446	-104.057	-16.2678	inferior	3.949550363946251
392	-96.3937	-8.89282	-92.3067	-4.80582	-101.48299999999999	-13.9824	inferior	3.5650591725196983
393	-97.7853	-9.46759	-97.7614	-9.443710000000001	-93.9568	-5.63909	superior	3.9493024409075645
394	-96.3358	-8.846919999999999	-92.2876	-4.798719999999999	-101.684	-14.1952	inferior	3.7471335701799573
395	-96.65100000000001	-8.92995	-92.7012	-4.98016	-100.391	-12.6702	central	3.1373356271972477
396	-97.962	-9.58638	-97.4069	-9.03123	-94.1485	-5.77283	superior	3.956753697199153
397	-96.2732	-8.73565	-92.2274	-4.68984	-103.34299999999999	-15.8058	inferior	3.8036558639223004
398	-96.4021	-8.568430000000001	-92.5473	-4.71359	-104.244	-16.4104	inferior	3.967983450589857
399	-96.9247	-9.09472	-99.7988	-11.9688	-92.8751	-5.04515	superior	3.762146259205109
400	-96.4146	-8.90648	-92.3188	-4.81062	-101.40799999999999	-13.8995	inferior	3.5350124033926016
401	-97.616	-9.29429	-93.9717	-5.64999	-97.9178	-9.5961	central	2.7327957327866113
402	-98.6198	-10.1183	-95.0245	-6.52303	-95.9571	-7.45562	central	2.347510032443364
403	-97.5974	-9.36854	-93.7109	-5.48203	-98.1852	-9.95637	central	2.784686441184346
404	-98.3029	-9.81499	-96.5734	-8.085560000000001	-94.6875	-6.19961	superior	3.993294848318475
405	-97.9691	-9.54856	-94.3084	-5.8879	-97.2496	-8.82907	central	2.6183852172465456
406	-96.4711	-8.93501	-92.3664	-4.83031	-101.194	-13.6574	inferior	3.429146999509457
407	-96.5673	-8.95214	-100.791	-13.1761	-92.5059	-4.89082	superior	3.7469104076278734
408	-96.6674	-8.92107	-100.306	-12.5595	-92.7493	-5.0029	superior	3.743232059401876
409	-96.3258	-8.56562	-92.4852	-4.72498	-104.022	-16.2613	inferior	3.9496743371387497
410	-96.22399999999999	-8.72909	-92.3021	-4.807259999999999	-102.039	-14.5439	inferior	3.7434547839979055
411	-98.4622	-9.96923	-96.3129	-7.81997	-94.8055	-6.31254	superior	4.023814960138914
412	-96.7277	-8.87464	-99.969	-12.116	-92.9582	-5.1050699999999996	superior	3.7421188338473343
413	-96.9596	-9.04392	-99.5637	-11.648	-93.0496	-5.133830000000001	superior	3.761696377589305
414	-97.4183	-9.20834	-98.4075	-10.1976	-93.6749	-5.465	superior	3.7960823118764533
415	-97.208	-9.1158	-98.8995	-10.8074	-93.4079	-5.31569	superior	3.7843230546675044
416	-96.5186	-8.431280000000001	-92.8434	-4.75606	-104.73	-16.6423	inferior	3.993928602035861
417	-97.6039	-9.343	-93.7977	-5.53685	-98.0957	-9.83485	central	2.7704009986987854
418	-96.3698	-8.676730000000001	-92.3741	-4.681	-103.93799999999999	-16.2449	inferior	3.9494263985361
419	-98.4603	-9.98299	-96.4089	-7.931539999999999	-94.7069	-6.22955	superior	4.01700671368052
420	-96.1762	-8.62642	-92.3012	-4.75149	-103.134	-15.5838	inferior	3.7843230546675044
421	-96.4885	-8.941180000000001	-92.3859	-4.83854	-101.124	-13.5771	inferior	3.4105578142787447
422	-96.6114	-8.9451	-100.587	-12.9209	-92.5991	-4.9328199999999995	superior	3.7423414259839216
423	-96.2903	-8.84929	-92.1175	-4.67652	-102.865	-15.4236	inferior	3.7843230546675044
424	-96.5737	-8.95173	-100.762	-13.1402	-92.5183	-4.89634	superior	3.7406726301426056
425	-98.1416	-9.65809	-94.6057	-6.1222199999999996	-96.8031	-8.3196	central	2.511609413361544
426	-96.5987	-8.94815	-92.5702	-4.9196800000000005	-100.647	-12.9967	central	3.144391633555739
427	-96.2396	-8.784310000000001	-92.1891	-4.73382	-102.516	-15.0609	inferior	3.7623712403682563
428	-96.6992	-8.89942	-100.134	-12.3338	-92.8524	-5.0526800000000005	superior	3.7404502364737326
429	-97.6123	-9.30943	-97.9742	-9.671380000000001	-93.9164	-5.613519999999999	superior	3.929937129311234
430	-96.7002	-8.8986	-92.8561	-5.054469999999999	-100.12799999999999	-12.3261	central	3.058038739154738
431	-97.2239	-9.07427	-93.5446	-5.39497	-98.7458	-10.5961	central	2.7819774884424313
432	-97.4194	-9.2045	-93.6879	-5.47295	-98.3938	-10.1789	central	2.739638268548698
433	-96.1944	-8.71012	-92.2395	-4.75517	-102.634	-15.1499	inferior	3.7632714341684586
434	-96.6866	-8.908719999999999	-92.8098	-5.03196	-100.20299999999999	-12.4252	central	3.076506601466993
435	-98.6203	-10.1145	-95.9109	-7.40516	-95.0716	-6.56584	superior	4.034018979225443
436	-96.4243	-8.91226	-92.3253	-4.813280000000001	-101.37200000000001	-13.8599	inferior	3.5115331913789203
437	-97.5981	-9.365839999999999	-98.1759	-9.943610000000001	-93.7199	-5.4877	superior	3.9321477120384
438	-97.9725	-9.52983	-97.1657	-8.7231	-94.3936	-5.95096	superior	3.956131685431411
439	-97.7937	-9.42821	-94.1061	-5.74065	-97.6121	-9.24666	central	2.6884266302025472
440	-98.7735	-10.2827	-95.1817	-6.690930000000001	-95.6642	-7.1734100000000005	central	1.23960384
441	-96.1938	-8.661760000000001	-92.2709	-4.73893	-103.09299999999999	-15.5615	inferior	3.778187070060443
442	-97.4233	-9.19143	-93.7323	-5.500430000000001	-98.3467	-10.1148	central	2.737313919870519
443	-96.2059	-8.58727	-92.3636	-4.74493	-103.48700000000001	-15.868	inferior	3.8034259183691974
444	-97.7829	-9.478810000000001	-93.916	-5.61196	-97.8023	-9.49824	central	2.7207472755578617
445	-97.9717	-9.53404	-94.3741	-5.936380000000001	-97.185	-8.7473	central	2.595324546748345
446	-96.9105	-9.112810000000001	-99.889	-12.0913	-92.8113	-5.0136	superior	3.7568669367720515
447	-97.9687	-9.55073	-94.2988	-5.88089	-97.259	-8.84106	central	2.6202936215405757
448	-96.6563	-8.92726	-100.36399999999999	-12.635	-92.7163	-4.98726	superior	3.7406726301426056
449	-96.7121	-8.888860000000001	-92.8986	-5.0753900000000005	-100.06	-12.2372	central	3.0504694647883226
450	-96.9846	-9.00185	-93.1916	-5.208880000000001	-99.3818	-11.3991	central	2.898747468790387
451	-96.2887	-8.84624	-92.1199	-4.67747	-102.869	-15.4262	inferior	3.7843230546675044
452	-96.25399999999999	-8.69364	-92.2654	-4.70507	-103.385	-15.8245	inferior	3.79631137030813
453	-96.7256	-8.87669	-92.9497	-5.10083	-99.9818	-12.1329	central	3.035310975006694
454	-97.5968	-9.37066	-93.7038	-5.47759	-98.1925	-9.966380000000001	central	2.781792979035264
455	-96.7316	-8.87094	-99.9463	-12.0857	-92.9733	-5.11269	superior	3.7420075477084764
456	-96.3259	-8.72965	-92.2706	-4.67441	-103.639	-16.0429	inferior	3.8344883910151117
457	-97.3929	-9.28904	-93.4131	-5.30922	-98.6892	-10.5853	central	2.7890070285330513
458	-96.3021	-8.79853	-92.1711	-4.66758	-103.28	-15.7761	inferior	3.7913926979851214
459	-97.7961	-9.41692	-97.5674	-9.188260000000001	-94.15100000000001	-5.77184	superior	3.943608789266339
460	-98.7729	-10.2884	-95.7661	-7.28165	-95.0784	-6.59388	superior	4.0771537813492325
461	-96.3884	-8.72366	-92.3277	-4.66294	-103.902	-16.2374	inferior	3.9507904461978516
462	-96.5728	-8.9518	-100.76700000000001	-13.1456	-92.5164	-4.8955	superior	3.7478032173610014
463	-96.664	-8.92304	-92.73899999999999	-4.99801	-100.324	-12.5829	central	3.1199880981899333
464	-96.3914	-8.73132	-92.3201	-4.660019999999999	-103.896	-16.2361	inferior	3.9514107793908444
465	-96.4582	-8.9296	-92.3534	-4.82487	-101.244	-13.7153	inferior	3.459219793814433
466	-96.4684	-8.93394	-92.3636	-4.82913	-101.204	-13.6696	inferior	3.436545678000819
467	-98.3038	-9.80836	-96.5318	-8.03632	-94.7302	-6.234719999999999	superior	3.9955773035142146
468	-96.5634	-8.95228	-100.80799999999999	-13.197000000000001	-92.4988	-4.8876599999999994	superior	3.7471335701799573
469	-96.3477	-8.857280000000001	-92.2899	-4.79948	-101.64399999999999	-14.1533	inferior	3.713624786397939
470	-97.7982	-9.40659	-94.1929	-5.80131	-97.5256	-9.13395	central	2.6720985347207473
471	-98.7739	-10.2793	-95.2748	-6.78026	-95.5719	-7.0773399999999995	central	1.22373376
472	-96.12100000000001	-8.58258	-92.3342	-4.79585	-102.81700000000001	-15.279000000000002	inferior	3.7623712403682563
473	-97.2238	-9.07456	-98.7468	-10.5976	-93.5436	-5.3943900000000005	superior	3.7821618258383904
474	-98.9245	-10.4552	-95.3673	-6.898039999999999	-95.3445	-6.87518	superior	4.076097181729835
475	-97.6182	-9.285160000000001	-97.8832	-9.55012	-94.0057	-5.67264	superior	3.9257683583914935
476	-96.4248	-8.912560000000001	-92.3257	-4.81343	-101.37	-13.8577	inferior	3.5069333697509206
477	-96.2551	-8.69613	-92.2632	-4.70416	-103.382	-15.8234	inferior	3.8027362484927054
478	-96.1655	-8.65456	-92.3326	-4.82163	-102.21	-14.6986	inferior	3.7423414259839216
479	-96.934	-9.08206	-99.738	-11.8861	-92.9191	-5.067159999999999	superior	3.7610217568694497
480	-96.1486	-8.63144	-92.2969	-4.779719999999999	-102.75	-15.2326	inferior	3.766087318286438
481	-96.3932	-8.89247	-92.3065	-4.80572	-101.485	-13.9843	inferior	3.5608219123810385
482	-96.5866	-8.950289999999999	-92.5443	-4.90795	-100.70299999999999	-13.0672	central	3.247957461087737
483	-96.54899999999999	-8.516910000000001	-92.7516	-4.71946	-104.679	-16.6472	inferior	3.9960848701572975
484	-97.1965	-9.1442	-93.3164	-5.2640199999999995	-99.0042	-10.9519	central	2.8423048513556557
485	-96.4923	-8.94234	-92.3904	-4.84047	-101.109	-13.5593	inferior	3.3934498381877023
486	-97.5987	-9.36333	-98.1671	-9.93175	-93.7284	-5.49299	superior	3.924788756117417
487	-97.206	-9.12071	-93.3919	-5.3066	-98.9177	-10.8324	central	2.8112522369752746
488	-97.2203	-9.083910000000001	-98.7816	-10.6452	-93.5125	-5.37614	superior	3.783185258011852
489	-96.6673	-8.92116	-100.307	-12.5606	-92.7488	-5.002669999999999	superior	3.742230126605619
490	-96.44	-8.45239	-92.7414	-4.75378	-104.52600000000001	-16.5381	inferior	3.9830559872875586
491	-97.3972	-9.27572	-93.4551	-5.33358	-98.6435	-10.522	central	2.7765753639274373
